id,description,value
993835,"to buy food ingredients such as flour, sugar, fruits and cooking oil; use the money for their farm",0
994223,to buy calves and sheep for fattening up and resale,1
994226,to buy livestock in order to increase his herd,1
995512,to renovate his rental houses to attract more tenants and make more income to support his family and build more rental houses.,0
995523,to buy more stock items like sodas and beers to sell.,0
995535,to increase her stock of veils and winter scarfs to reply to the diversified customer requests and increase her sales.,0
995544,To buy farm implements,0
995545,To expand her farm business by purchasing good quality seeds and fertilizer.,0
995546,to buy farm implements such as seeds.,0
995548,to purchase a daily-cow and start selling milk products .,1
995556,to expand on her business of sorghum and beans.,0
995628,to purchase equipment and accessories.,0
995633,to buy feed,1
995653,to invest in a store.,0
998408,to buy more sorghum to sell.,0
998420,to buy more juice to sell.,0
998451,"to buy more sugar, rice, salt and cooking oil to sell.",0
999103,"to make a down payment on a new, reliable car, so that he can start to pick up customers again.",0
999113,to buy polleras [women's skirts] on a wholesale basis.,0
999139,to buy wholesale stuffed animals.,0
999179,to buy groceries in bulk.,0
999756,buy hairdresser tools such as furniture and supplies in order to offer better services to her customers and generate better income for her family.,0
998863,to pay for his higher education in the Business Administration Program.,0
998891,to pay for his higher education in the International and Comparative Politics Program.,0
998892,to pay for higher education in the international and comparative politics program.,0
996404,to buy some cows to increase the size of her herd.,1
998968,To increase her stock ahead of the Christmas rush.,0
999270,To buy medicines for treatment,0
997989,to buy some livestock in order to increase her herd.,1
997986,to purchase some livestock in order to increase her herd,1
999724,"to buy merchandise such as women's clothing, accessories, and lotions.",0
998315,to buy two more calves.,1
998320,to repair his truck.,0
998323,to buy three calves.,1
998324,to buy sheep for fattening up and subsequent resale,1
991168,to raise sheep in order to sell them.,1
994601,"to buy one bag of sugar, one carton of tea, and one can of oil",0
995522,to purchase peanuts and vegetables.,0
995891,"to purchase a supply of 5,000 phone cards and virtual money.",0
996025,to raise cows to sell.,1
996350,to buy incense and perfume.,0
996361,to buy 10 bottles of 20L vegetable oil to resell in her neighbourhood ,0
996577, to buy sheep for raising.,1
995495,to increase her merchandise with special Christmas perfumes and beauty cosmetics collection to increase her  selling.,0
995599,"to buy materials for tailoring and to make api, a corn based drink.",0
995621,"to buy pots, basins, ropes, hotplates, brooms, hats, and locks, among other things, to stock her business.",0
995622,to buy agricultural supplies such as fertilizer and corn seed and to pay for the preparation of his land to be able to plant seed in this summer season.,0
995623,"to buy underwear, shirts for children, socks, etc., in view of a good season, where the clothing trade is favorable, coming nearer .",0
995673,to invest in the purchase of toys for the Christmas season.,0
993401,to expand her livestock herd and maintain her business,1
993621,to buy fertilizer and seeds,0
994116,to purchase some sheep to fatten and resell.,1
995425,to purchase a car for her husband to start a taxi business.,0
995428,to make necessary decoration to her beauty salon in addition to increasing her business merchandise to attract more customers.,0
995440,to buy seasonal and fresh fruits for her husband's fruit shop.,0
995444,to purchase good-quality cloth of different colors to earn substantial profits through this investment,0
993800,to buy a new tricycle,0
995339,to buy a dairy cow,1
995348,to buy feed,1
995436,to purchase more sorghum for resale.,0
991518,to buy cereals from farmers to resell.,0
995311,to buy a variety of fish to sell.,0
995330,"to buy chicks for rearing; hence, increase her income to pay school fees for her children and provide food and clothing for her family.",1
995369,to buy some paper and ink for his printing-machine.,0
995624,"to buy sandals, flip-flops and other products for sale. With this she seeks to be able to obtain more income.",0
995224,to buy additional vegetables to sell in her food stall,0
995326,to buy farm inputs.,0
995327,to buy farm inputs.,0
995350,to buy more stock of clothes,0
995357,"to buy seeds, fertilizer and other products",0
995317,to buy another motorcycle to help him earn an income,0
995901,"to stock up on 1,200 liters of oil.",0
996037,"to stock up, buying 40 cases of beer: Primus, Amstel, Heineken, Doppel, and 30 cases of soft drinks.",0
998390,"to buy more rice, salt, petrol, and cooking oil to sell",0
999141,"to buy fabric to make traditional pleated skirts and blouses, in order to increase her production and earn more income for her family.",0
999170,Purchase blankets in bulk,0
999692,to buy machines and raw materials for making sportswear and everyday clothing to earn more income for her son.,0
998435,to buy more phones for selling.,0
998439,"to buy more bananas, beans and sorghum for selling.",0
998443,"to buy more bananas, cassava and beans for selling.",0
998541,to buy more beer to sell.,0
999136,buy fruit wholesale to offer at a good price for the coming holiday celebrations.,0
999177,to buy clothing in bulk.,0
992775,to buy feed for his cattle.,1
994304,to buy three calves and food for them.,1
994582,to buy seeds and grow her horticulture farming.,0
994605,to buy cereals.,1
994982,to buy concentrated chicken feed and vitamins for his laying hens. ,1
995010,"to buy fertilizers, compost, and pesticides for his crops, to cultivate a parcel of pumpkin, and to buy 100 yards of hose so he can water send water to his fields and water the plants. ",0
995242,to buy farm inputs,0
995244,to purchase more stock of phones and phone accessories.,0
995271,to buy a variety of fish to sell.,0
995282,to buy more clothing to sell.,0
995302,to buy lemons to sell.,0
995618,"to buy water, soft drinks, breads, coffee, eggs, milk, rice, oil, etc. for his business.",0
995619,to buy windows and pay labor costs.,0
990894,to buy cereals.,0
990911,to buy cereals.,0
992819,to buy farm inputs.,0
994523,"to buy a fishing net, fishing rope and fishing weights.",0
995208,to buy fresh fish,0
995609,"to purchase apples, grapes, bananas, plantains, potatoes, yucca etc for his business.",0
990871,to buy cereals.,0
994453,to make repairs to their fishing boat.,0
994468,To buy seeds and start horticulture farming,0
994479,to buy seeds and grow her horticulture farming business.,0
995604,to buy pesticides and fertilisers.,0
995605,"to buy more vegetables in general (potatoes, carrots, pear squash, yucca, squash, etc.)",0
989229,to grow more crops on her horticulture farm.,0
990784,to buy cereals.,0
995586,"to buy pop, rice, sugar, oil, chicken, and beef.",0
986524,To buy cereals,0
986720,to expand her horticulture farm.,0
